source,compressor,refrigerant,bore_mm,stroke_mm,n_cyl,f_elec_Hz,T_ev_C,T_co_C,T_suc_C,DeltaT_sh_K,p_suc_bar,p_dis_bar,eta_is,eta_vol
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,70,-5,10,1.2008,16.1097,0.5841,0.5195
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,70,0,15,1.2008,16.1097,0.5905,0.5232
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,70,5,20,1.2008,16.1097,0.6016,0.5315
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,70,10,25,1.2008,16.1097,0.6115,0.5387
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,70,15,30,1.2008,16.1097,0.6183,0.5435
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,70,20,35,1.2008,16.1097,0.6251,0.5483
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,70,25,40,1.2008,16.1097,0.6324,0.5536
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,70,30,45,1.2008,16.1097,0.6453,0.5638
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,75,-10,5,1.2008,18.0105,0.5554,0.4661
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,75,-5,10,1.2008,18.0105,0.5679,0.4739
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,75,0,15,1.2008,18.0105,0.5774,0.4798
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,75,5,20,1.2008,18.0105,0.5878,0.4867
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,75,10,25,1.2008,18.0105,0.597,0.4927
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,75,15,30,1.2008,18.0105,0.6041,0.4972
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,75,20,35,1.2008,18.0105,0.612,0.5025
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,75,25,40,1.2008,18.0105,0.6202,0.5081
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,75,30,45,1.2008,18.0105,0.633,0.5175
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,80,-10,5,1.2008,20.0772,0.5242,0.4073
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,80,-5,10,1.2008,20.0772,0.5475,0.4228
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,80,0,15,1.2008,20.0772,0.5609,0.431
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,80,5,20,1.2008,20.0772,0.5704,0.4365
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,80,10,25,1.2008,20.0772,0.5783,0.4409
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,80,15,30,1.2008,20.0772,0.5858,0.4451
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,80,20,35,1.2008,20.0772,0.5953,0.451
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,80,25,40,1.2008,20.0772,0.6045,0.4567
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,80,30,45,1.2008,20.0772,0.6172,0.4652
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,85,-10,5,1.2008,22.3211,0.4839,0.3416
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,85,-5,10,1.2008,22.3211,0.5209,0.3654
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,85,0,15,1.2008,22.3211,0.5388,0.376
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,85,5,20,1.2008,22.3211,0.5472,0.3799
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,85,10,25,1.2008,22.3211,0.5533,0.3823
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,85,15,30,1.2008,22.3211,0.5613,0.3863
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,85,20,35,1.2008,22.3211,0.573,0.3929
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,85,25,40,1.2008,22.3211,0.5835,0.3987
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,85,30,45,1.2008,22.3211,0.5958,0.406
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,90,-10,5,1.2008,24.7553,0.4293,0.2685
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,90,-5,10,1.2008,24.7553,0.4839,0.3007
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,90,0,15,1.2008,24.7553,0.5075,0.3135
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,90,5,20,1.2008,24.7553,0.5149,0.316
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,90,10,25,1.2008,24.7553,0.518,0.3161
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,90,15,30,1.2008,24.7553,0.5271,0.3201
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,90,20,35,1.2008,24.7553,0.5419,0.3275
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,90,25,40,1.2008,24.7553,0.5537,0.3332
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,90,30,45,1.2008,24.7553,0.5656,0.3393
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,95,-10,5,1.2008,27.395,0.3505,0.1872
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,95,-5,10,1.2008,27.395,0.429,0.2277
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,95,0,15,1.2008,27.395,0.4601,0.2426
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,95,5,20,1.2008,27.395,0.4663,0.2439
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,95,10,25,1.2008,27.395,0.465,0.2415
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,95,15,30,1.2008,27.395,0.4758,0.2456
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,95,20,35,1.2008,27.395,0.4954,0.2541
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,95,25,40,1.2008,27.395,0.5087,0.2595
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-15,95,30,45,1.2008,27.395,0.5198,0.2642
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,20,-5,5,1.4744,4.2734,0.5914,0.8957
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,20,0,10,1.4744,4.2734,0.5963,0.9023
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,20,5,15,1.4744,4.2734,0.5974,0.9031
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,20,10,20,1.4744,4.2734,0.5953,0.8992
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,20,15,25,1.4744,4.2734,0.5942,0.8968
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,20,20,30,1.4744,4.2734,0.5925,0.8941
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,20,25,35,1.4744,4.2734,0.5909,0.8918
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,20,30,40,1.4744,4.2734,0.587,0.8875
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,20,35,45,1.4744,4.2734,0.5981,0.9038
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,25,-5,5,1.4744,4.9852,0.6272,0.8692
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,25,0,10,1.4744,4.9852,0.6276,0.8689
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,25,5,15,1.4744,4.9852,0.6276,0.868
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,25,10,20,1.4744,4.9852,0.6283,0.8679
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,25,15,25,1.4744,4.9852,0.6286,0.8674
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,25,20,30,1.4744,4.9852,0.6283,0.8665
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,25,25,35,1.4744,4.9852,0.6276,0.8652
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,25,30,40,1.4744,4.9852,0.6246,0.8616
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,25,35,45,1.4744,4.9852,0.6364,0.8775
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,30,-5,5,1.4744,5.7833,0.6505,0.8434
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,30,0,10,1.4744,5.7833,0.6473,0.8382
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,30,5,15,1.4744,5.7833,0.6466,0.8362
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,30,10,20,1.4744,5.7833,0.6497,0.8391
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,30,15,25,1.4744,5.7833,0.6514,0.8402
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,30,20,30,1.4744,5.7833,0.6523,0.8406
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,30,25,35,1.4744,5.7833,0.6525,0.8402
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,30,30,40,1.4744,5.7833,0.6504,0.8375
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,30,35,45,1.4744,5.7833,0.6628,0.8529
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,35,-5,5,1.4744,6.6741,0.6642,0.8177
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,35,0,10,1.4744,6.6741,0.6585,0.8095
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,35,5,15,1.4744,6.6741,0.6575,0.807
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,35,10,20,1.4744,6.6741,0.6625,0.8119
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,35,15,25,1.4744,6.6741,0.6654,0.8143
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,35,20,30,1.4744,6.6741,0.6674,0.8158
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,35,25,35,1.4744,6.6741,0.6685,0.8162
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,35,30,40,1.4744,6.6741,0.6672,0.8143
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,35,35,45,1.4744,6.6741,0.68,0.8293
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,40,-5,5,1.4744,7.6645,0.6705,0.7917
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,40,0,10,1.4744,7.6645,0.6636,0.7819
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,40,5,15,1.4744,7.6645,0.6626,0.7794
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,40,10,20,1.4744,7.6645,0.6691,0.7858
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,40,15,25,1.4744,7.6645,0.6731,0.7892
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,40,20,30,1.4744,7.6645,0.6759,0.7914
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,40,25,35,1.4744,7.6645,0.6777,0.7925
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,40,30,40,1.4744,7.6645,0.6774,0.7915
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,40,35,45,1.4744,7.6645,0.6905,0.8061
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,45,-5,5,1.4744,8.7615,0.6713,0.7646
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,45,0,10,1.4744,8.7615,0.6642,0.7548
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,45,5,15,1.4744,8.7615,0.6638,0.7527
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,45,10,20,1.4744,8.7615,0.6713,0.7598
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,45,15,25,1.4744,8.7615,0.6761,0.764
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,45,20,30,1.4744,8.7615,0.6797,0.7668
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,45,25,35,1.4744,8.7615,0.6822,0.7684
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,45,30,40,1.4744,8.7615,0.6829,0.7683
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,45,35,45,1.4744,8.7615,0.6962,0.7825
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,50,-5,5,1.4744,9.9722,0.6679,0.736
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,50,0,10,1.4744,9.9722,0.6618,0.7273
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,50,5,15,1.4744,9.9722,0.6622,0.726
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,50,10,20,1.4744,9.9722,0.6703,0.7334
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,50,15,25,1.4744,9.9722,0.6759,0.7381
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,50,20,30,1.4744,9.9722,0.6801,0.7413
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,50,25,35,1.4744,9.9722,0.6831,0.7434
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,50,30,40,1.4744,9.9722,0.6848,0.7442
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,50,35,45,1.4744,9.9722,0.6983,0.758
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,55,-5,5,1.4744,11.3043,0.6612,0.7053
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,55,0,10,1.4744,11.3043,0.6571,0.6987
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,55,5,15,1.4744,11.3043,0.6588,0.6985
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,55,10,20,1.4744,11.3043,0.6671,0.7057
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,55,15,25,1.4744,11.3043,0.6732,0.7107
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,55,20,30,1.4744,11.3043,0.6779,0.7142
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,55,25,35,1.4744,11.3043,0.6816,0.7168
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,55,30,40,1.4744,11.3043,0.6843,0.7186
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,55,35,45,1.4744,11.3043,0.6979,0.7318
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,60,-5,5,1.4744,12.7657,0.6518,0.6719
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,60,0,10,1.4744,12.7657,0.6506,0.6682
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,60,5,15,1.4744,12.7657,0.6538,0.6694
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,60,10,20,1.4744,12.7657,0.6621,0.6761
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,60,15,25,1.4744,12.7657,0.6687,0.6812
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,60,20,30,1.4744,12.7657,0.6738,0.6849
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,60,25,35,1.4744,12.7657,0.6781,0.688
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,60,30,40,1.4744,12.7657,0.6819,0.6906
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,60,35,45,1.4744,12.7657,0.6955,0.7033
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,65,-5,5,1.4744,14.3645,0.6399,0.6352
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,65,0,10,1.4744,14.3645,0.6425,0.6351
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,65,5,15,1.4744,14.3645,0.6474,0.6377
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,65,10,20,1.4744,14.3645,0.6555,0.6438
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,65,15,25,1.4744,14.3645,0.6624,0.6488
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,65,20,30,1.4744,14.3645,0.668,0.6527
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,65,25,35,1.4744,14.3645,0.6731,0.6563
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,65,30,40,1.4744,14.3645,0.6779,0.6598
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,65,35,45,1.4744,14.3645,0.6917,0.6719
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,70,-5,5,1.4744,16.1097,0.6257,0.5948
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,70,0,10,1.4744,16.1097,0.6325,0.5986
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,70,5,15,1.4744,16.1097,0.6395,0.6028
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,70,10,20,1.4744,16.1097,0.6473,0.608
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,70,15,25,1.4744,16.1097,0.6545,0.6129
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,70,20,30,1.4744,16.1097,0.6606,0.617
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,70,25,35,1.4744,16.1097,0.6666,0.6211
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,70,30,40,1.4744,16.1097,0.6726,0.6254
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,70,35,45,1.4744,16.1097,0.6864,0.6369
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,75,-5,5,1.4744,18.0105,0.6086,0.55
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,75,0,10,1.4744,18.0105,0.6204,0.5579
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,75,5,15,1.4744,18.0105,0.6297,0.5637
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,75,10,20,1.4744,18.0105,0.6372,0.5682
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,75,15,25,1.4744,18.0105,0.6445,0.5727
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,75,20,30,1.4744,18.0105,0.6514,0.5771
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,75,25,35,1.4744,18.0105,0.6585,0.5817
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,75,30,40,1.4744,18.0105,0.6657,0.5867
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,75,35,45,1.4744,18.0105,0.6795,0.5976
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,80,-5,5,1.4744,20.0772,0.5882,0.5003
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,80,0,10,1.4744,20.0772,0.6054,0.5122
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,80,5,15,1.4744,20.0772,0.6173,0.5196
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,80,10,20,1.4744,20.0772,0.6246,0.5234
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,80,15,25,1.4744,20.0772,0.632,0.5276
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,80,20,30,1.4744,20.0772,0.6399,0.5323
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,80,25,35,1.4744,20.0772,0.6484,0.5376
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,80,30,40,1.4744,20.0772,0.657,0.5433
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,80,35,45,1.4744,20.0772,0.6708,0.5533
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,85,-5,5,1.4744,22.3211,0.5631,0.4452
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,85,0,10,1.4744,22.3211,0.5864,0.4609
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,85,5,15,1.4744,22.3211,0.601,0.4697
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,85,10,20,1.4744,22.3211,0.6085,0.4731
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,85,15,25,1.4744,22.3211,0.616,0.4767
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,85,20,30,1.4744,22.3211,0.6252,0.4819
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,85,25,35,1.4744,22.3211,0.6355,0.4881
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,85,30,40,1.4744,22.3211,0.6457,0.4943
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,85,35,45,1.4744,22.3211,0.6595,0.5034
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,90,-5,5,1.4744,24.7553,0.5315,0.3839
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,90,0,10,1.4744,24.7553,0.5614,0.403
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,90,5,15,1.4744,24.7553,0.579,0.4132
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,90,10,20,1.4744,24.7553,0.5871,0.4164
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,90,15,25,1.4744,24.7553,0.5946,0.4195
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,90,20,30,1.4744,24.7553,0.6058,0.4253
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,90,25,35,1.4744,24.7553,0.6187,0.4325
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,90,30,40,1.4744,24.7553,0.6306,0.4392
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,90,35,45,1.4744,24.7553,0.6443,0.4473
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,95,-5,5,1.4744,27.395,0.4898,0.3161
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,95,0,10,1.4744,27.395,0.527,0.338
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,95,5,15,1.4744,27.395,0.5481,0.3491
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,95,10,20,1.4744,27.395,0.5576,0.3526
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,95,15,25,1.4744,27.395,0.5651,0.3551
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,95,20,30,1.4744,27.395,0.5791,0.3619
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,95,25,35,1.4744,27.395,0.5955,0.3702
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,95,30,40,1.4744,27.395,0.6097,0.3773
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-10,95,35,45,1.4744,27.395,0.623,0.3842
Bitzer EN12900,Bitzer 2CESP-3Z,R1234ze(E),65,55,4,50,-5,20,5,10,1.7942,4.2734,0.5709,0.9178
